outcome_id,student_id,internship_id,application_status,application_date,selection_date,interview_rounds,final_decision,feedback_score,rejection_reason,success
OUT_001068,STU_04643,INT_00828,rejected,2025-09-23 02:46:12.537030,2025-10-18 02:46:12.537030,2,rejected,2.6,insufficient experience,0
OUT_001069,STU_00404,INT_00842,rejected,2025-09-23 02:49:14.435112,2025-10-11 02:49:14.435112,1,rejected,3.7,position filled,0
OUT_001070,STU_04184,INT_00456,rejected,2025-09-23 02:48:16.056104,2025-10-15 02:48:16.056104,0,rejected,2.6,timing issues,0
OUT_001071,STU_00898,INT_00817,rejected,2025-09-23 02:49:42.675825,2025-09-30 02:49:42.675825,2,rejected,3.1,insufficient experience,0
OUT_001072,STU_04492,INT_00261,rejected,2025-09-23 02:49:27.965061,2025-10-18 02:49:27.965061,2,rejected,2.3,cultural fit,0
OUT_001073,STU_03853,INT_00424,rejected,2025-09-23 02:45:03.848731,2025-10-19 02:45:03.848731,2,rejected,3.4,academic performance,0
OUT_001074,STU_01330,INT_00952,rejected,2025-09-23 02:49:31.674813,2025-10-06 02:49:31.674813,1,rejected,3.6,position filled,0
OUT_001075,STU_01045,INT_00986,rejected,2025-09-23 02:48:06.049947,2025-10-04 02:48:06.049947,2,rejected,2.9,technical skills gap,0
OUT_001076,STU_03551,INT_00441,rejected,2025-09-23 02:46:51.875946,2025-10-04 02:46:51.875946,2,rejected,2.0,interview performance,0
OUT_001077,STU_02940,INT_00224,rejected,2025-09-23 02:47:53.794702,2025-09-28 02:47:53.794702,2,rejected,3.9,timing issues,0
OUT_001078,STU_03260,INT_00982,rejected,2025-09-23 02:50:43.029512,2025-10-06 02:50:43.029512,0,rejected,3.5,timing issues,0
OUT_001079,STU_03779,INT_00164,rejected,2025-09-23 02:46:26.251180,2025-10-11 02:46:26.251180,2,rejected,3.5,insufficient experience,0
OUT_001080,STU_02401,INT_00414,rejected,2025-09-23 02:48:54.189767,2025-10-18 02:48:54.189767,0,rejected,3.7,insufficient experience,0
OUT_001081,STU_03451,INT_00348,rejected,2025-09-23 02:45:02.526317,2025-09-27 02:45:02.526317,2,rejected,3.6,technical skills gap,0
OUT_001082,STU_00467,INT_00294,rejected,2025-09-23 02:46:37.373512,2025-10-10 02:46:37.373512,2,rejected,2.2,timing issues,0
OUT_001083,STU_02154,INT_00943,rejected,2025-09-23 02:50:06.779222,2025-10-05 02:50:06.779222,0,rejected,3.3,cultural fit,0
OUT_001084,STU_00836,INT_00051,rejected,2025-09-23 02:48:23.650794,2025-10-12 02:48:23.650794,1,rejected,3.1,academic performance,0
OUT_001085,STU_02670,INT_00645,rejected,2025-09-23 02:48:30.049456,2025-10-16 02:48:30.049456,2,rejected,3.0,timing issues,0
OUT_001086,STU_00484,INT_00844,rejected,2025-09-23 02:49:36.751824,2025-10-12 02:49:36.751824,0,rejected,3.2,skills mismatch,0
OUT_001087,STU_02621,INT_00812,rejected,2025-09-23 02:45:53.635066,2025-09-29 02:45:53.635066,1,rejected,3.8,skills mismatch,0
OUT_001088,STU_03077,INT_00727,rejected,2025-09-23 02:46:07.922555,2025-09-29 02:46:07.922555,1,rejected,2.4,academic performance,0
OUT_001089,STU_03850,INT_00207,rejected,2025-09-23 02:45:38.389522,2025-10-16 02:45:38.389522,1,rejected,2.8,skills mismatch,0
OUT_001090,STU_02967,INT_00652,rejected,2025-09-23 02:45:48.428843,2025-09-29 02:45:48.428843,2,rejected,3.1,timing issues,0
OUT_001091,STU_03340,INT_00348,rejected,2025-09-23 02:46:29.020089,2025-10-17 02:46:29.020089,0,rejected,3.2,timing issues,0
OUT_001092,STU_04556,INT_00479,rejected,2025-09-23 02:48:32.336563,2025-10-08 02:48:32.336563,1,rejected,3.5,position filled,0
OUT_001093,STU_04775,INT_00090,rejected,2025-09-23 02:49:47.322928,2025-10-19 02:49:47.322928,0,rejected,3.7,interview performance,0
OUT_001094,STU_04315,INT_00240,rejected,2025-09-23 02:48:22.623313,2025-10-14 02:48:22.623313,2,rejected,3.0,position filled,0
OUT_001095,STU_00796,INT_00579,rejected,2025-09-23 02:50:12.853134,2025-10-19 02:50:12.853134,0,rejected,2.3,academic performance,0
OUT_001096,STU_03336,INT_00579,rejected,2025-09-23 02:48:56.776626,2025-10-13 02:48:56.776626,2,rejected,3.2,insufficient experience,0
OUT_001097,STU_02229,INT_00862,rejected,2025-09-23 02:46:36.619611,2025-09-28 02:46:36.619611,1,rejected,2.6,skills mismatch,0
OUT_001098,STU_00994,INT_00624,rejected,2025-09-23 02:50:40.070859,2025-10-22 02:50:40.070859,0,rejected,3.2,insufficient experience,0
OUT_001099,STU_03961,INT_00159,rejected,2025-09-23 02:45:08.534854,2025-10-11 02:45:08.534854,1,rejected,2.5,timing issues,0
OUT_001100,STU_00676,INT_00111,rejected,2025-09-23 02:45:54.860935,2025-10-19 02:45:54.860935,2,rejected,2.2,timing issues,0
OUT_001101,STU_00751,INT_00882,rejected,2025-09-23 02:49:47.081919,2025-10-21 02:49:47.081919,0,rejected,3.0,budget constraints,0
OUT_001102,STU_01313,INT_00127,rejected,2025-09-23 02:47:07.258120,2025-10-10 02:47:07.258120,0,rejected,2.2,position filled,0
OUT_001103,STU_00378,INT_00479,rejected,2025-09-23 02:50:20.813093,2025-10-18 02:50:20.813093,2,rejected,3.7,timing issues,0
OUT_001104,STU_04342,INT_00750,rejected,2025-09-23 02:47:59.861256,2025-10-12 02:47:59.861256,0,rejected,2.9,budget constraints,0
OUT_001105,STU_02853,INT_00227,rejected,2025-09-23 02:49:35.309543,2025-10-17 02:49:35.309543,2,rejected,3.1,interview performance,0
OUT_001106,STU_03988,INT_00522,rejected,2025-09-23 02:48:14.260665,2025-10-01 02:48:14.260665,2,rejected,2.7,technical skills gap,0
OUT_001107,STU_03152,INT_00677,rejected,2025-09-23 02:47:39.244182,2025-10-01 02:47:39.244182,0,rejected,3.6,skills mismatch,0
OUT_001108,STU_03160,INT_00614,rejected,2025-09-23 02:44:51.429077,2025-10-06 02:44:51.429077,2,rejected,2.5,timing issues,0
OUT_001109,STU_03826,INT_00809,rejected,2025-09-23 02:45:01.488123,2025-10-19 02:45:01.488123,2,rejected,2.7,position filled,0
OUT_001110,STU_02178,INT_00654,rejected,2025-09-23 02:47:13.632468,2025-10-06 02:47:13.632468,1,rejected,2.8,skills mismatch,0
OUT_001111,STU_00382,INT_00497,rejected,2025-09-23 02:45:49.051518,2025-09-30 02:45:49.051518,2,rejected,3.1,cultural fit,0
OUT_001112,STU_01063,INT_00316,rejected,2025-09-23 02:47:10.462856,2025-10-05 02:47:10.462856,2,rejected,3.1,academic performance,0
OUT_001113,STU_03339,INT_00484,rejected,2025-09-23 02:46:58.919014,2025-09-27 02:46:58.919014,2,rejected,2.3,interview performance,0
OUT_001114,STU_00281,INT_00507,rejected,2025-09-23 02:46:13.991930,2025-10-03 02:46:13.991930,2,rejected,2.6,position filled,0
OUT_001115,STU_04608,INT_00453,rejected,2025-09-23 02:45:29.571906,2025-10-08 02:45:29.571906,2,rejected,3.8,timing issues,0
OUT_001116,STU_04931,INT_00443,rejected,2025-09-23 02:47:35.515305,2025-10-01 02:47:35.515305,2,rejected,2.6,insufficient experience,0
OUT_001117,STU_04998,INT_00568,rejected,2025-09-23 02:45:02.939939,2025-10-20 02:45:02.939939,0,rejected,3.3,budget constraints,0
OUT_001118,STU_03281,INT_00777,rejected,2025-09-23 02:46:31.342490,2025-10-14 02:46:31.342490,0,rejected,3.9,position filled,0
OUT_001119,STU_02004,INT_00016,rejected,2025-09-23 02:44:50.178385,2025-10-07 02:44:50.178385,0,rejected,3.5,technical skills gap,0
OUT_001120,STU_01853,INT_00412,rejected,2025-09-23 02:47:35.905148,2025-10-20 02:47:35.905148,1,rejected,2.2,interview performance,0
OUT_001121,STU_03838,INT_00843,rejected,2025-09-23 02:45:10.062164,2025-09-28 02:45:10.062164,0,rejected,3.6,cultural fit,0
OUT_001122,STU_01140,INT_00655,rejected,2025-09-23 02:44:48.073029,2025-10-10 02:44:48.073029,0,rejected,3.6,technical skills gap,0
OUT_001123,STU_01192,INT_00061,rejected,2025-09-23 02:48:41.938718,2025-10-10 02:48:41.938718,1,rejected,3.4,timing issues,0
OUT_001124,STU_01765,INT_00174,rejected,2025-09-23 02:46:11.189100,2025-10-10 02:46:11.189100,1,rejected,3.4,technical skills gap,0
OUT_001125,STU_03880,INT_00189,rejected,2025-09-23 02:46:16.992491,2025-09-27 02:46:16.992491,2,rejected,3.0,insufficient experience,0
OUT_001126,STU_00752,INT_00631,rejected,2025-09-23 02:48:35.237163,2025-10-15 02:48:35.237163,1,rejected,2.4,timing issues,0
OUT_001127,STU_04204,INT_00600,rejected,2025-09-23 02:48:50.063840,2025-09-28 02:48:50.063840,1,rejected,2.6,timing issues,0
OUT_001128,STU_04969,INT_00176,rejected,2025-09-23 02:44:49.655438,2025-10-08 02:44:49.655438,2,rejected,4.0,timing issues,0
OUT_001129,STU_01023,INT_00521,rejected,2025-09-23 02:47:06.149856,2025-09-26 02:47:06.149856,1,rejected,2.2,skills mismatch,0
OUT_001130,STU_00537,INT_00421,rejected,2025-09-23 02:49:43.591380,2025-10-11 02:49:43.591380,1,rejected,3.3,cultural fit,0
OUT_001131,STU_04380,INT_00409,rejected,2025-09-23 02:45:39.154349,2025-10-21 02:45:39.154349,0,rejected,3.8,insufficient experience,0
OUT_001132,STU_03658,INT_00906,rejected,2025-09-23 02:47:30.703395,2025-10-07 02:47:30.703395,1,rejected,2.6,skills mismatch,0
OUT_001133,STU_01431,INT_00586,rejected,2025-09-23 02:48:01.336238,2025-10-17 02:48:01.336238,2,rejected,2.1,interview performance,0
OUT_001134,STU_01778,INT_00705,rejected,2025-09-23 02:50:15.987729,2025-10-11 02:50:15.987729,2,rejected,2.6,academic performance,0
OUT_001135,STU_01060,INT_00225,rejected,2025-09-23 02:49:05.395063,2025-09-29 02:49:05.395063,0,rejected,3.2,skills mismatch,0
OUT_001136,STU_02558,INT_00768,rejected,2025-09-23 02:45:31.720487,2025-10-05 02:45:31.720487,2,rejected,2.2,academic performance,0
OUT_001137,STU_00333,INT_00406,rejected,2025-09-23 02:46:12.665525,2025-10-08 02:46:12.665525,1,rejected,2.9,insufficient experience,0
OUT_001138,STU_00558,INT_00893,rejected,2025-09-23 02:46:47.995003,2025-10-04 02:46:47.995003,1,rejected,2.1,insufficient experience,0
OUT_001139,STU_04421,INT_00233,rejected,2025-09-23 02:49:27.695176,2025-10-17 02:49:27.695176,2,rejected,3.3,position filled,0
OUT_001140,STU_04026,INT_00524,rejected,2025-09-23 02:48:36.549461,2025-10-09 02:48:36.549461,1,rejected,3.7,cultural fit,0
OUT_001141,STU_00472,INT_00048,rejected,2025-09-23 02:49:21.995684,2025-10-06 02:49:21.995684,2,rejected,3.7,academic performance,0
OUT_001142,STU_01063,INT_00043,rejected,2025-09-23 02:45:10.034499,2025-09-27 02:45:10.034499,2,rejected,3.4,cultural fit,0
OUT_001143,STU_03330,INT_00221,rejected,2025-09-23 02:46:24.130035,2025-10-06 02:46:24.130035,2,rejected,2.4,skills mismatch,0
OUT_001144,STU_00673,INT_00490,rejected,2025-09-23 02:48:59.695387,2025-10-11 02:48:59.695387,0,rejected,2.3,cultural fit,0
OUT_001145,STU_01856,INT_00940,rejected,2025-09-23 02:49:32.688612,2025-10-08 02:49:32.688612,1,rejected,2.9,skills mismatch,0
OUT_001146,STU_04401,INT_00769,rejected,2025-09-23 02:46:19.786419,2025-10-04 02:46:19.786419,0,rejected,2.0,insufficient experience,0
OUT_001147,STU_00714,INT_00049,rejected,2025-09-23 02:47:45.683879,2025-10-10 02:47:45.683879,1,rejected,2.7,academic performance,0
OUT_001148,STU_03009,INT_00657,rejected,2025-09-23 02:50:27.177279,2025-10-12 02:50:27.177279,2,rejected,2.4,technical skills gap,0
OUT_001149,STU_01654,INT_00276,rejected,2025-09-23 02:49:25.943047,2025-09-30 02:49:25.943047,1,rejected,4.0,interview performance,0
OUT_001150,STU_03786,INT_00009,rejected,2025-09-23 02:50:39.518327,2025-10-12 02:50:39.518327,1,rejected,2.7,cultural fit,0
OUT_001151,STU_02270,INT_00492,rejected,2025-09-23 02:49:27.391366,2025-10-19 02:49:27.391366,0,rejected,2.7,technical skills gap,0
OUT_001152,STU_04753,INT_00214,rejected,2025-09-23 02:49:06.763178,2025-09-28 02:49:06.763178,1,rejected,2.9,skills mismatch,0
OUT_001153,STU_04479,INT_00756,rejected,2025-09-23 02:46:39.513004,2025-10-11 02:46:39.513004,0,rejected,3.8,insufficient experience,0
OUT_001154,STU_01122,INT_00510,rejected,2025-09-23 02:50:30.865297,2025-10-16 02:50:30.865297,0,rejected,3.2,technical skills gap,0
OUT_001155,STU_00668,INT_00737,rejected,2025-09-23 02:47:53.353310,2025-10-17 02:47:53.353310,1,rejected,3.2,position filled,0
OUT_001156,STU_00587,INT_00915,rejected,2025-09-23 02:45:19.605866,2025-09-29 02:45:19.605866,1,rejected,3.3,academic performance,0
OUT_001157,STU_01273,INT_00484,rejected,2025-09-23 02:48:16.014866,2025-10-09 02:48:16.014866,0,rejected,3.5,cultural fit,0
OUT_001158,STU_04048,INT_00891,rejected,2025-09-23 02:47:33.173218,2025-10-20 02:47:33.173218,1,rejected,2.8,interview performance,0
OUT_001159,STU_00030,INT_00146,rejected,2025-09-23 02:48:43.434057,2025-10-14 02:48:43.434057,1,rejected,3.1,budget constraints,0
OUT_001160,STU_04356,INT_00767,rejected,2025-09-23 02:48:46.050535,2025-10-02 02:48:46.050535,2,rejected,3.7,skills mismatch,0
OUT_001161,STU_04399,INT_00151,rejected,2025-09-23 02:48:49.295276,2025-10-03 02:48:49.295276,2,rejected,2.1,budget constraints,0
OUT_001162,STU_00539,INT_00302,rejected,2025-09-23 02:49:48.546414,2025-10-18 02:49:48.546414,2,rejected,3.2,skills mismatch,0
OUT_001163,STU_01294,INT_00651,rejected,2025-09-23 02:50:19.357493,2025-10-13 02:50:19.357493,0,rejected,2.3,academic performance,0
OUT_001164,STU_04657,INT_00612,rejected,2025-09-23 02:46:44.475154,2025-10-11 02:46:44.475154,0,rejected,3.7,timing issues,0
OUT_001165,STU_00141,INT_00183,rejected,2025-09-23 02:45:26.040453,2025-10-04 02:45:26.040453,1,rejected,3.4,cultural fit,0
OUT_001166,STU_01951,INT_00614,rejected,2025-09-23 02:47:40.186106,2025-10-04 02:47:40.186106,2,rejected,2.8,timing issues,0
OUT_001167,STU_00921,INT_00787,rejected,2025-09-23 02:46:21.127908,2025-10-08 02:46:21.127908,1,rejected,2.5,skills mismatch,0
OUT_001168,STU_00097,INT_00026,rejected,2025-09-23 02:47:13.975259,2025-10-01 02:47:13.975259,1,rejected,3.9,budget constraints,0
OUT_001169,STU_04564,INT_00599,rejected,2025-09-23 02:48:46.514614,2025-10-21 02:48:46.514614,1,rejected,2.2,timing issues,0
OUT_001170,STU_04796,INT_00460,rejected,2025-09-23 02:49:18.879020,2025-10-13 02:49:18.879020,0,rejected,3.1,timing issues,0
OUT_001171,STU_02642,INT_00277,rejected,2025-09-23 02:48:22.059854,2025-10-11 02:48:22.059854,1,rejected,3.7,budget constraints,0
OUT_001172,STU_02741,INT_00326,rejected,2025-09-23 02:50:15.212191,2025-10-04 02:50:15.212191,1,rejected,2.8,skills mismatch,0
OUT_001173,STU_02681,INT_00473,rejected,2025-09-23 02:45:51.478533,2025-09-27 02:45:51.478533,2,rejected,2.3,academic performance,0
OUT_001174,STU_00164,INT_00825,rejected,2025-09-23 02:47:19.240499,2025-09-28 02:47:19.240499,0,rejected,3.9,position filled,0
OUT_001175,STU_02708,INT_00124,rejected,2025-09-23 02:47:29.327656,2025-10-12 02:47:29.327656,1,rejected,2.7,position filled,0
OUT_001176,STU_03827,INT_00101,rejected,2025-09-23 02:48:50.715332,2025-10-09 02:48:50.715332,0,rejected,2.7,technical skills gap,0
OUT_001177,STU_00334,INT_00229,rejected,2025-09-23 02:44:47.524420,2025-10-08 02:44:47.524420,2,rejected,3.1,timing issues,0
OUT_001178,STU_01920,INT_00546,rejected,2025-09-23 02:48:37.945569,2025-10-10 02:48:37.945569,0,rejected,3.2,technical skills gap,0
OUT_001179,STU_02646,INT_00123,rejected,2025-09-23 02:46:55.445817,2025-10-08 02:46:55.445817,1,rejected,2.2,technical skills gap,0
OUT_001180,STU_01253,INT_00747,rejected,2025-09-23 02:45:29.320346,2025-10-21 02:45:29.320346,2,rejected,3.7,technical skills gap,0
OUT_001181,STU_01571,INT_00082,rejected,2025-09-23 02:47:44.353643,2025-10-06 02:47:44.353643,0,rejected,3.8,academic performance,0
OUT_001182,STU_02740,INT_00333,rejected,2025-09-23 02:45:03.132522,2025-09-29 02:45:03.132522,2,rejected,3.8,cultural fit,0
OUT_001183,STU_00158,INT_00581,rejected,2025-09-23 02:50:15.632125,2025-10-22 02:50:15.632125,1,rejected,3.0,position filled,0
OUT_001184,STU_02876,INT_00214,rejected,2025-09-23 02:48:09.016677,2025-10-02 02:48:09.016677,0,rejected,3.0,skills mismatch,0
OUT_001185,STU_02743,INT_00260,rejected,2025-09-23 02:47:26.287296,2025-10-16 02:47:26.287296,1,rejected,3.6,skills mismatch,0
OUT_001186,STU_01793,INT_00548,rejected,2025-09-23 02:49:14.006824,2025-10-14 02:49:14.006824,1,rejected,3.3,academic performance,0
OUT_001187,STU_03303,INT_00706,rejected,2025-09-23 02:49:41.101010,2025-10-01 02:49:41.101010,1,rejected,2.2,technical skills gap,0
OUT_001188,STU_00406,INT_00298,rejected,2025-09-23 02:49:46.134254,2025-10-16 02:49:46.134254,0,rejected,3.4,insufficient experience,0
OUT_001189,STU_00396,INT_00243,rejected,2025-09-23 02:46:26.484133,2025-10-18 02:46:26.484133,2,rejected,3.0,timing issues,0
OUT_001190,STU_01285,INT_00699,rejected,2025-09-23 02:49:36.865473,2025-10-17 02:49:36.865473,1,rejected,2.3,insufficient experience,0
OUT_001191,STU_03383,INT_00491,rejected,2025-09-23 02:46:57.066496,2025-10-17 02:46:57.066496,1,rejected,3.2,timing issues,0
OUT_001192,STU_01530,INT_00570,rejected,2025-09-23 02:48:02.038264,2025-09-29 02:48:02.038264,1,rejected,3.2,technical skills gap,0
OUT_001193,STU_02504,INT_00405,rejected,2025-09-23 02:47:26.710754,2025-10-07 02:47:26.710754,1,rejected,3.9,technical skills gap,0
OUT_001194,STU_00378,INT_00630,rejected,2025-09-23 02:46:53.241302,2025-10-08 02:46:53.241302,0,rejected,2.7,budget constraints,0
OUT_001195,STU_02464,INT_00397,rejected,2025-09-23 02:46:43.354951,2025-10-06 02:46:43.354951,2,rejected,2.8,skills mismatch,0
OUT_001196,STU_02125,INT_00935,rejected,2025-09-23 02:45:27.844628,2025-09-29 02:45:27.844628,1,rejected,3.3,cultural fit,0
OUT_001197,STU_03398,INT_00906,rejected,2025-09-23 02:46:53.093788,2025-10-05 02:46:53.093788,2,rejected,3.8,insufficient experience,0
OUT_001198,STU_01018,INT_00891,rejected,2025-09-23 02:47:43.179796,2025-10-21 02:47:43.179796,0,rejected,3.5,academic performance,0
OUT_001199,STU_03097,INT_00817,rejected,2025-09-23 02:48:54.945951,2025-10-05 02:48:54.945951,0,rejected,2.3,insufficient experience,0
OUT_001200,STU_02847,INT_00603,rejected,2025-09-23 02:49:13.873314,2025-10-21 02:49:13.873314,2,rejected,2.2,insufficient experience,0
OUT_001201,STU_04219,INT_00859,rejected,2025-09-23 02:45:03.055699,2025-10-06 02:45:03.055699,0,rejected,2.1,budget constraints,0
OUT_001202,STU_01709,INT_00087,rejected,2025-09-23 02:49:26.947193,2025-10-18 02:49:26.947193,1,rejected,2.2,timing issues,0
OUT_001203,STU_03631,INT_00533,rejected,2025-09-23 02:46:20.207371,2025-09-28 02:46:20.207371,0,rejected,2.9,technical skills gap,0
OUT_001204,STU_02984,INT_00824,rejected,2025-09-23 02:45:07.398766,2025-10-16 02:45:07.398766,0,rejected,2.6,skills mismatch,0
OUT_001205,STU_01044,INT_00915,rejected,2025-09-23 02:50:06.695949,2025-10-05 02:50:06.695949,2,rejected,2.5,position filled,0
OUT_001206,STU_01598,INT_00202,rejected,2025-09-23 02:47:18.713939,2025-10-22 02:47:18.713939,2,rejected,2.4,technical skills gap,0
OUT_001207,STU_03974,INT_00740,rejected,2025-09-23 02:46:09.011021,2025-09-29 02:46:09.011021,1,rejected,2.1,timing issues,0
OUT_001208,STU_04806,INT_00274,rejected,2025-09-23 02:50:43.367566,2025-10-01 02:50:43.367566,0,rejected,2.8,position filled,0
OUT_001209,STU_00313,INT_00727,rejected,2025-09-23 02:49:02.860933,2025-10-13 02:49:02.860933,2,rejected,3.0,interview performance,0
OUT_001210,STU_03510,INT_00161,rejected,2025-09-23 02:46:36.999210,2025-10-10 02:46:36.999210,2,rejected,3.7,budget constraints,0
OUT_001211,STU_04835,INT_00984,rejected,2025-09-23 02:47:18.587585,2025-10-09 02:47:18.587585,2,rejected,3.2,insufficient experience,0
OUT_001212,STU_02269,INT_00360,rejected,2025-09-23 02:45:53.882123,2025-10-14 02:45:53.882123,1,rejected,3.7,academic performance,0
OUT_001213,STU_04483,INT_00184,rejected,2025-09-23 02:45:24.288551,2025-10-22 02:45:24.288551,1,rejected,3.6,technical skills gap,0
OUT_001214,STU_02305,INT_00502,selected,2025-09-23 02:49:38.934487,2025-10-17 02:49:38.934487,2,accepted,4.4,,1
OUT_001215,STU_01847,INT_00849,rejected,2025-09-23 02:50:18.882727,2025-10-17 02:50:18.882727,1,rejected,2.9,interview performance,0
OUT_001216,STU_01977,INT_00407,rejected,2025-09-23 02:48:54.119082,2025-10-11 02:48:54.119082,1,rejected,2.2,cultural fit,0
OUT_001217,STU_04151,INT_00071,rejected,2025-09-23 02:50:37.997363,2025-10-15 02:50:37.997363,2,rejected,2.3,technical skills gap,0
OUT_001218,STU_01286,INT_00825,rejected,2025-09-23 02:50:10.390015,2025-10-03 02:50:10.390015,1,rejected,2.8,skills mismatch,0
OUT_001219,STU_02714,INT_00512,rejected,2025-09-23 02:49:14.765943,2025-10-07 02:49:14.765943,2,rejected,2.3,academic performance,0
OUT_001220,STU_02056,INT_00029,rejected,2025-09-23 02:47:06.960464,2025-10-03 02:47:06.960464,2,rejected,3.4,cultural fit,0
OUT_001221,STU_03852,INT_00268,rejected,2025-09-23 02:48:11.800933,2025-09-26 02:48:11.800933,0,rejected,3.5,budget constraints,0
OUT_001222,STU_02862,INT_00205,rejected,2025-09-23 02:49:24.638552,2025-09-30 02:49:24.638552,2,rejected,2.6,timing issues,0
OUT_001223,STU_03816,INT_00856,rejected,2025-09-23 02:47:32.446639,2025-10-11 02:47:32.446639,0,rejected,3.7,academic performance,0
OUT_001224,STU_02813,INT_00189,rejected,2025-09-23 02:47:14.345771,2025-10-10 02:47:14.345771,0,rejected,2.6,technical skills gap,0
OUT_001225,STU_02345,INT_00981,rejected,2025-09-23 02:46:56.692551,2025-10-14 02:46:56.692551,0,rejected,2.6,technical skills gap,0
OUT_001226,STU_00943,INT_00176,rejected,2025-09-23 02:47:49.914355,2025-09-29 02:47:49.914355,2,rejected,3.2,position filled,0
OUT_001227,STU_01823,INT_00929,rejected,2025-09-23 02:48:53.427579,2025-10-06 02:48:53.427579,1,rejected,2.6,insufficient experience,0
OUT_001228,STU_02952,INT_00501,rejected,2025-09-23 02:45:01.141493,2025-09-30 02:45:01.141493,2,rejected,3.7,cultural fit,0
OUT_001229,STU_01938,INT_00131,rejected,2025-09-23 02:46:15.674288,2025-09-30 02:46:15.674288,0,rejected,3.5,cultural fit,0
OUT_001230,STU_00673,INT_00935,rejected,2025-09-23 02:45:10.093806,2025-09-29 02:45:10.093806,0,rejected,2.3,insufficient experience,0
OUT_001231,STU_02537,INT_00641,rejected,2025-09-23 02:47:21.523887,2025-10-01 02:47:21.523887,2,rejected,3.0,interview performance,0
OUT_001232,STU_04339,INT_00669,rejected,2025-09-23 02:49:57.196210,2025-10-15 02:49:57.196210,2,rejected,3.8,academic performance,0
OUT_001233,STU_02946,INT_00774,rejected,2025-09-23 02:46:37.080620,2025-09-26 02:46:37.080620,2,rejected,2.6,skills mismatch,0
OUT_001234,STU_03807,INT_00357,rejected,2025-09-23 02:50:31.203466,2025-10-02 02:50:31.203466,1,rejected,3.2,cultural fit,0
OUT_001235,STU_02282,INT_00886,rejected,2025-09-23 02:49:37.588163,2025-10-04 02:49:37.588163,1,rejected,3.2,insufficient experience,0
OUT_001236,STU_03479,INT_00439,rejected,2025-09-23 02:48:26.981359,2025-09-28 02:48:26.981359,2,rejected,2.8,insufficient experience,0
OUT_001237,STU_04968,INT_00337,rejected,2025-09-23 02:48:05.178787,2025-10-02 02:48:05.178787,0,rejected,3.6,academic performance,0
OUT_001238,STU_00988,INT_00617,rejected,2025-09-23 02:49:46.673634,2025-10-10 02:49:46.673634,1,rejected,3.1,skills mismatch,0
OUT_001239,STU_03568,INT_00581,rejected,2025-09-23 02:50:23.415576,2025-10-01 02:50:23.415576,0,rejected,2.7,timing issues,0
OUT_001240,STU_01314,INT_00347,rejected,2025-09-23 02:45:48.699722,2025-10-14 02:45:48.699722,0,rejected,3.3,timing issues,0
OUT_001241,STU_03020,INT_00875,rejected,2025-09-23 02:50:22.251800,2025-10-03 02:50:22.251800,0,rejected,2.6,skills mismatch,0
OUT_001242,STU_03781,INT_00351,rejected,2025-09-23 02:49:01.342799,2025-10-11 02:49:01.342799,0,rejected,3.7,interview performance,0
OUT_001243,STU_02379,INT_00910,rejected,2025-09-23 02:46:58.231743,2025-10-06 02:46:58.231743,0,rejected,3.1,budget constraints,0
OUT_001244,STU_02829,INT_00092,rejected,2025-09-23 02:47:34.027602,2025-09-26 02:47:34.027602,2,rejected,3.2,position filled,0
OUT_001245,STU_00211,INT_00666,rejected,2025-09-23 02:48:19.378723,2025-10-08 02:48:19.378723,1,rejected,3.2,timing issues,0
OUT_001246,STU_00806,INT_00338,rejected,2025-09-23 02:48:24.887569,2025-10-12 02:48:24.887569,2,rejected,3.8,interview performance,0
OUT_001247,STU_04676,INT_00706,rejected,2025-09-23 02:48:40.438945,2025-10-01 02:48:40.438945,2,rejected,3.1,budget constraints,0
OUT_001248,STU_02146,INT_00561,rejected,2025-09-23 02:46:09.058900,2025-10-15 02:46:09.058900,1,rejected,3.3,interview performance,0
OUT_001249,STU_03433,INT_00527,rejected,2025-09-23 02:46:59.895521,2025-10-22 02:46:59.895521,0,rejected,3.5,academic performance,0
OUT_001250,STU_03375,INT_00152,rejected,2025-09-23 02:44:47.047963,2025-10-01 02:44:47.047963,1,rejected,2.7,position filled,0
OUT_001251,STU_00188,INT_00713,rejected,2025-09-23 02:45:47.598778,2025-10-04 02:45:47.598778,2,rejected,2.8,budget constraints,0
OUT_001252,STU_04198,INT_00798,rejected,2025-09-23 02:47:08.175266,2025-10-21 02:47:08.175266,2,rejected,2.3,academic performance,0
OUT_001253,STU_01929,INT_00620,rejected,2025-09-23 02:46:29.945973,2025-10-10 02:46:29.945973,2,rejected,2.9,academic performance,0
OUT_001254,STU_00684,INT_00232,rejected,2025-09-23 02:48:07.448590,2025-10-08 02:48:07.448590,2,rejected,2.5,cultural fit,0
OUT_001255,STU_02644,INT_00081,rejected,2025-09-23 02:49:56.612041,2025-09-28 02:49:56.612041,0,rejected,2.4,technical skills gap,0
OUT_001256,STU_00538,INT_00252,rejected,2025-09-23 02:46:41.233829,2025-10-22 02:46:41.233829,1,rejected,3.2,budget constraints,0
OUT_001257,STU_02112,INT_00195,rejected,2025-09-23 02:47:45.180385,2025-10-10 02:47:45.180385,1,rejected,3.2,technical skills gap,0
OUT_001258,STU_01997,INT_00328,rejected,2025-09-23 02:45:19.926800,2025-10-19 02:45:19.926800,0,rejected,3.3,insufficient experience,0
