interaction_id,student_id,internship_id,interaction_type,rating,timestamp
INTER_00348,STU_0259,INT_0120,view,1,2024-03-04 08:37:13.116558279
INTER_00349,STU_0047,INT_0177,click,4,2024-03-04 13:00:09.004502251
INTER_00350,STU_0241,INT_0061,view,4,2024-03-04 17:23:04.892446223
INTER_00351,STU_0338,INT_0062,apply,5,2024-03-04 21:46:00.780390195
INTER_00352,STU_0227,INT_0013,view,4,2024-03-05 02:08:56.668334167
INTER_00353,STU_0329,INT_0068,click,1,2024-03-05 06:31:52.556278139
INTER_00354,STU_0105,INT_0184,view,2,2024-03-05 10:54:48.444222111
INTER_00355,STU_0137,INT_0195,apply,5,2024-03-05 15:17:44.332166083
INTER_00356,STU_0009,INT_0040,apply,5,2024-03-05 19:40:40.220110055
INTER_00357,STU_0226,INT_0124,view,3,2024-03-06 00:03:36.108054027
INTER_00358,STU_0389,INT_0176,click,1,2024-03-06 04:26:31.995997999
INTER_00359,STU_0316,INT_0176,click,1,2024-03-06 08:49:27.883941971
INTER_00360,STU_0081,INT_0114,click,4,2024-03-06 13:12:23.771885943
INTER_00361,STU_0349,INT_0115,save,3,2024-03-06 17:35:19.659829915
INTER_00362,STU_0354,INT_0040,click,3,2024-03-06 21:58:15.547773887
INTER_00363,STU_0262,INT_0147,save,3,2024-03-07 02:21:11.435717859
INTER_00364,STU_0059,INT_0059,view,3,2024-03-07 06:44:07.323661831
INTER_00365,STU_0045,INT_0089,apply,2,2024-03-07 11:07:03.211605803
INTER_00366,STU_0155,INT_0166,view,5,2024-03-07 15:29:59.099549775
INTER_00367,STU_0045,INT_0058,click,5,2024-03-07 19:52:54.987493747
INTER_00368,STU_0426,INT_0138,save,3,2024-03-08 00:15:50.875437719
INTER_00369,STU_0039,INT_0159,view,4,2024-03-08 04:38:46.763381691
INTER_00370,STU_0077,INT_0012,view,3,2024-03-08 09:01:42.651325663
INTER_00371,STU_0046,INT_0155,apply,4,2024-03-08 13:24:38.539269635
INTER_00372,STU_0223,INT_0098,click,4,2024-03-08 17:47:34.427213607
INTER_00373,STU_0163,INT_0070,view,1,2024-03-08 22:10:30.315157579
INTER_00374,STU_0233,INT_0063,view,2,2024-03-09 02:33:26.203101551
INTER_00375,STU_0037,INT_0022,apply,4,2024-03-09 06:56:22.091045523
INTER_00376,STU_0242,INT_0068,view,5,2024-03-09 11:19:17.978989495
INTER_00377,STU_0406,INT_0145,click,3,2024-03-09 15:42:13.866933467
INTER_00378,STU_0474,INT_0120,view,5,2024-03-09 20:05:09.754877439
INTER_00379,STU_0192,INT_0175,apply,5,2024-03-10 00:28:05.642821411
INTER_00380,STU_0227,INT_0180,save,1,2024-03-10 04:51:01.530765383
INTER_00381,STU_0395,INT_0033,view,4,2024-03-10 09:13:57.418709355
INTER_00382,STU_0435,INT_0058,view,2,2024-03-10 13:36:53.306653327
INTER_00383,STU_0226,INT_0029,apply,2,2024-03-10 17:59:49.194597299
INTER_00384,STU_0489,INT_0039,click,5,2024-03-10 22:22:45.082541271
INTER_00385,STU_0075,INT_0116,save,5,2024-03-11 02:45:40.970485243
INTER_00386,STU_0084,INT_0022,view,5,2024-03-11 07:08:36.858429215
INTER_00387,STU_0382,INT_0184,click,5,2024-03-11 11:31:32.746373187
INTER_00388,STU_0464,INT_0101,click,3,2024-03-11 15:54:28.634317159
INTER_00389,STU_0441,INT_0197,apply,4,2024-03-11 20:17:24.522261131
INTER_00390,STU_0380,INT_0166,view,3,2024-03-12 00:40:20.410205103
INTER_00391,STU_0320,INT_0025,save,4,2024-03-12 05:03:16.298149075
INTER_00392,STU_0492,INT_0027,apply,2,2024-03-12 09:26:12.186093047
INTER_00393,STU_0145,INT_0093,save,5,2024-03-12 13:49:08.074037019
INTER_00394,STU_0174,INT_0050,save,4,2024-03-12 18:12:03.961980991
INTER_00395,STU_0448,INT_0172,view,5,2024-03-12 22:34:59.849924963
INTER_00396,STU_0387,INT_0148,save,4,2024-03-13 02:57:55.737868935
INTER_00397,STU_0206,INT_0199,view,4,2024-03-13 07:20:51.625812907
INTER_00398,STU_0228,INT_0009,view,4,2024-03-13 11:43:47.513756879
INTER_00399,STU_0319,INT_0117,click,4,2024-03-13 16:06:43.401700851
INTER_00400,STU_0064,INT_0072,click,4,2024-03-13 20:29:39.289644823
INTER_00401,STU_0338,INT_0110,apply,5,2024-03-14 00:52:35.177588795
INTER_00402,STU_0011,INT_0045,save,5,2024-03-14 05:15:31.065532767
INTER_00403,STU_0425,INT_0136,save,5,2024-03-14 09:38:26.953476739
INTER_00404,STU_0041,INT_0145,view,4,2024-03-14 14:01:22.841420710
INTER_00405,STU_0463,INT_0080,click,3,2024-03-14 18:24:18.729364682
INTER_00406,STU_0161,INT_0168,view,3,2024-03-14 22:47:14.617308654
INTER_00407,STU_0002,INT_0033,save,1,2024-03-15 03:10:10.505252626
INTER_00408,STU_0077,INT_0116,view,3,2024-03-15 07:33:06.393196598
INTER_00409,STU_0166,INT_0103,view,4,2024-03-15 11:56:02.281140570
INTER_00410,STU_0143,INT_0106,view,2,2024-03-15 16:18:58.169084542
INTER_00411,STU_0459,INT_0061,save,1,2024-03-15 20:41:54.057028514
INTER_00412,STU_0262,INT_0073,view,4,2024-03-16 01:04:49.944972486
INTER_00413,STU_0370,INT_0008,apply,4,2024-03-16 05:27:45.832916458
INTER_00414,STU_0084,INT_0062,click,4,2024-03-16 09:50:41.720860430
INTER_00415,STU_0459,INT_0084,click,4,2024-03-16 14:13:37.608804402
INTER_00416,STU_0022,INT_0154,click,1,2024-03-16 18:36:33.496748374
INTER_00417,STU_0188,INT_0106,click,5,2024-03-16 22:59:29.384692346
INTER_00418,STU_0012,INT_0087,click,4,2024-03-17 03:22:25.272636318
INTER_00419,STU_0243,INT_0122,view,4,2024-03-17 07:45:21.160580290
INTER_00420,STU_0173,INT_0136,save,4,2024-03-17 12:08:17.048524262
INTER_00421,STU_0288,INT_0051,view,1,2024-03-17 16:31:12.936468234
INTER_00422,STU_0211,INT_0150,view,4,2024-03-17 20:54:08.824412206
INTER_00423,STU_0059,INT_0131,view,4,2024-03-18 01:17:04.712356178
INTER_00424,STU_0445,INT_0093,click,3,2024-03-18 05:40:00.600300150
INTER_00425,STU_0391,INT_0076,view,5,2024-03-18 10:02:56.488244122
INTER_00426,STU_0442,INT_0189,save,4,2024-03-18 14:25:52.376188094
INTER_00427,STU_0220,INT_0108,save,4,2024-03-18 18:48:48.264132066
INTER_00428,STU_0050,INT_0177,click,4,2024-03-18 23:11:44.152076038
INTER_00429,STU_0250,INT_0117,view,4,2024-03-19 03:34:40.040020010
INTER_00430,STU_0335,INT_0162,save,4,2024-03-19 07:57:35.927963982
INTER_00431,STU_0243,INT_0115,view,3,2024-03-19 12:20:31.815907954
INTER_00432,STU_0131,INT_0018,click,5,2024-03-19 16:43:27.703851926
INTER_00433,STU_0355,INT_0026,save,5,2024-03-19 21:06:23.591795898
INTER_00434,STU_0087,INT_0042,view,5,2024-03-20 01:29:19.479739870
INTER_00435,STU_0375,INT_0037,save,4,2024-03-20 05:52:15.367683842
INTER_00436,STU_0318,INT_0060,click,4,2024-03-20 10:15:11.255627814
INTER_00437,STU_0231,INT_0084,click,2,2024-03-20 14:38:07.143571786
INTER_00438,STU_0379,INT_0089,apply,3,2024-03-20 19:01:03.031515758
INTER_00439,STU_0229,INT_0005,view,5,2024-03-20 23:23:58.919459730
INTER_00440,STU_0440,INT_0164,apply,4,2024-03-21 03:46:54.807403702
INTER_00441,STU_0395,INT_0010,view,2,2024-03-21 08:09:50.695347674
INTER_00442,STU_0458,INT_0093,view,5,2024-03-21 12:32:46.583291646
INTER_00443,STU_0257,INT_0133,view,4,2024-03-21 16:55:42.471235618
INTER_00444,STU_0001,INT_0057,view,2,2024-03-21 21:18:38.359179590
INTER_00445,STU_0121,INT_0107,save,4,2024-03-22 01:41:34.247123562
INTER_00446,STU_0165,INT_0049,save,5,2024-03-22 06:04:30.135067534
INTER_00447,STU_0156,INT_0111,save,3,2024-03-22 10:27:26.023011506
INTER_00448,STU_0445,INT_0148,view,1,2024-03-22 14:50:21.910955478
INTER_00449,STU_0293,INT_0020,view,4,2024-03-22 19:13:17.798899450
INTER_00450,STU_0035,INT_0198,view,1,2024-03-22 23:36:13.686843422
INTER_00451,STU_0161,INT_0179,view,2,2024-03-23 03:59:09.574787394
INTER_00452,STU_0181,INT_0043,view,3,2024-03-23 08:22:05.462731366
INTER_00453,STU_0285,INT_0185,click,3,2024-03-23 12:45:01.350675338
INTER_00454,STU_0427,INT_0178,view,4,2024-03-23 17:07:57.238619310
INTER_00455,STU_0151,INT_0128,view,2,2024-03-23 21:30:53.126563282
INTER_00456,STU_0434,INT_0124,click,5,2024-03-24 01:53:49.014507254
INTER_00457,STU_0129,INT_0008,view,3,2024-03-24 06:16:44.902451226
INTER_00458,STU_0495,INT_0086,view,4,2024-03-24 10:39:40.790395198
INTER_00459,STU_0119,INT_0171,click,4,2024-03-24 15:02:36.678339170
INTER_00460,STU_0145,INT_0026,save,4,2024-03-24 19:25:32.566283142
INTER_00461,STU_0076,INT_0072,save,5,2024-03-24 23:48:28.454227114
INTER_00462,STU_0001,INT_0147,apply,5,2024-03-25 04:11:24.342171086
INTER_00463,STU_0304,INT_0069,click,3,2024-03-25 08:34:20.230115058
INTER_00464,STU_0450,INT_0192,view,5,2024-03-25 12:57:16.118059030
INTER_00465,STU_0169,INT_0089,save,5,2024-03-25 17:20:12.006003002
INTER_00466,STU_0077,INT_0159,save,5,2024-03-25 21:43:07.893946974
INTER_00467,STU_0381,INT_0102,view,4,2024-03-26 02:06:03.781890946
INTER_00468,STU_0454,INT_0082,save,3,2024-03-26 06:28:59.669834918
INTER_00469,STU_0365,INT_0075,view,3,2024-03-26 10:51:55.557778890
INTER_00470,STU_0455,INT_0089,view,4,2024-03-26 15:14:51.445722862
INTER_00471,STU_0199,INT_0143,click,3,2024-03-26 19:37:47.333666834
INTER_00472,STU_0473,INT_0161,view,3,2024-03-27 00:00:43.221610806
INTER_00473,STU_0428,INT_0102,view,4,2024-03-27 04:23:39.109554778
INTER_00474,STU_0110,INT_0074,save,4,2024-03-27 08:46:34.997498750
INTER_00475,STU_0085,INT_0026,apply,5,2024-03-27 13:09:30.885442722
INTER_00476,STU_0412,INT_0117,save,2,2024-03-27 17:32:26.773386694
INTER_00477,STU_0133,INT_0048,click,4,2024-03-27 21:55:22.661330665
INTER_00478,STU_0271,INT_0043,save,5,2024-03-28 02:18:18.549274637
INTER_00479,STU_0498,INT_0108,apply,1,2024-03-28 06:41:14.437218609
INTER_00480,STU_0407,INT_0107,view,4,2024-03-28 11:04:10.325162581
INTER_00481,STU_0124,INT_0143,view,5,2024-03-28 15:27:06.213106553
INTER_00482,STU_0271,INT_0068,apply,3,2024-03-28 19:50:02.101050525
INTER_00483,STU_0290,INT_0078,click,3,2024-03-29 00:12:57.988994497
INTER_00484,STU_0052,INT_0027,apply,4,2024-03-29 04:35:53.876938469
INTER_00485,STU_0136,INT_0144,view,5,2024-03-29 08:58:49.764882441
INTER_00486,STU_0002,INT_0177,apply,5,2024-03-29 13:21:45.652826413
INTER_00487,STU_0350,INT_0007,click,2,2024-03-29 17:44:41.540770385
INTER_00488,STU_0397,INT_0159,save,2,2024-03-29 22:07:37.428714357
INTER_00489,STU_0426,INT_0189,view,5,2024-03-30 02:30:33.316658329
INTER_00490,STU_0452,INT_0118,save,4,2024-03-30 06:53:29.204602301
INTER_00491,STU_0376,INT_0173,click,5,2024-03-30 11:16:25.092546273
INTER_00492,STU_0375,INT_0150,save,5,2024-03-30 15:39:20.980490245
INTER_00493,STU_0393,INT_0026,view,4,2024-03-30 20:02:16.868434217
INTER_00494,STU_0378,INT_0121,save,5,2024-03-31 00:25:12.756378189
INTER_00495,STU_0208,INT_0049,view,5,2024-03-31 04:48:08.644322161
INTER_00496,STU_0050,INT_0152,save,4,2024-03-31 09:11:04.532266133
INTER_00497,STU_0202,INT_0089,view,4,2024-03-31 13:34:00.420210105
INTER_00498,STU_0481,INT_0183,click,2,2024-03-31 17:56:56.308154077
INTER_00499,STU_0483,INT_0108,save,3,2024-03-31 22:19:52.196098049
INTER_00500,STU_0465,INT_0150,view,4,2024-04-01 02:42:48.084042021
INTER_00501,STU_0476,INT_0199,click,3,2024-04-01 07:05:43.971985993
INTER_00502,STU_0078,INT_0077,click,4,2024-04-01 11:28:39.859929965
INTER_00503,STU_0258,INT_0064,view,4,2024-04-01 15:51:35.747873937
INTER_00504,STU_0323,INT_0042,click,5,2024-04-01 20:14:31.635817909
INTER_00505,STU_0241,INT_0024,view,2,2024-04-02 00:37:27.523761881
INTER_00506,STU_0218,INT_0102,click,3,2024-04-02 05:00:23.411705853
INTER_00507,STU_0494,INT_0036,view,5,2024-04-02 09:23:19.299649825
INTER_00508,STU_0387,INT_0073,view,3,2024-04-02 13:46:15.187593797
INTER_00509,STU_0425,INT_0196,click,5,2024-04-02 18:09:11.075537769
INTER_00510,STU_0444,INT_0005,view,4,2024-04-02 22:32:06.963481741
INTER_00511,STU_0264,INT_0200,click,4,2024-04-03 02:55:02.851425713
INTER_00512,STU_0381,INT_0058,view,4,2024-04-03 07:17:58.739369685
INTER_00513,STU_0215,INT_0172,click,4,2024-04-03 11:40:54.627313657
INTER_00514,STU_0354,INT_0030,view,4,2024-04-03 16:03:50.515257629
INTER_00515,STU_0442,INT_0036,apply,4,2024-04-03 20:26:46.403201601
INTER_00516,STU_0303,INT_0055,click,1,2024-04-04 00:49:42.291145573
INTER_00517,STU_0121,INT_0055,save,3,2024-04-04 05:12:38.179089545
INTER_00518,STU_0396,INT_0136,save,5,2024-04-04 09:35:34.067033517
INTER_00519,STU_0237,INT_0023,view,2,2024-04-04 13:58:29.954977489
INTER_00520,STU_0005,INT_0104,save,3,2024-04-04 18:21:25.842921461
INTER_00521,STU_0286,INT_0149,view,3,2024-04-04 22:44:21.730865433
INTER_00522,STU_0456,INT_0032,view,5,2024-04-05 03:07:17.618809405
INTER_00523,STU_0038,INT_0142,view,3,2024-04-05 07:30:13.506753377
INTER_00524,STU_0237,INT_0066,view,3,2024-04-05 11:53:09.394697349
INTER_00525,STU_0249,INT_0193,view,3,2024-04-05 16:16:05.282641321
INTER_00526,STU_0407,INT_0154,click,4,2024-04-05 20:39:01.170585293
INTER_00527,STU_0419,INT_0150,click,5,2024-04-06 01:01:57.058529265
INTER_00528,STU_0101,INT_0012,apply,2,2024-04-06 05:24:52.946473237
INTER_00529,STU_0082,INT_0173,view,5,2024-04-06 09:47:48.834417209
INTER_00530,STU_0158,INT_0134,view,3,2024-04-06 14:10:44.722361181
INTER_00531,STU_0014,INT_0073,view,1,2024-04-06 18:33:40.610305153
INTER_00532,STU_0347,INT_0130,view,5,2024-04-06 22:56:36.498249125
INTER_00533,STU_0466,INT_0010,save,2,2024-04-07 03:19:32.386193097
INTER_00534,STU_0310,INT_0033,apply,4,2024-04-07 07:42:28.274137069
INTER_00535,STU_0110,INT_0080,save,2,2024-04-07 12:05:24.162081041
INTER_00536,STU_0387,INT_0169,save,4,2024-04-07 16:28:20.050025013
INTER_00537,STU_0482,INT_0136,click,4,2024-04-07 20:51:15.937968985
INTER_00538,STU_0079,INT_0068,view,5,2024-04-08 01:14:11.825912957
INTER_00539,STU_0128,INT_0096,click,5,2024-04-08 05:37:07.713856929
INTER_00540,STU_0020,INT_0146,view,5,2024-04-08 10:00:03.601800901
INTER_00541,STU_0160,INT_0093,view,4,2024-04-08 14:22:59.489744873
INTER_00542,STU_0151,INT_0031,view,5,2024-04-08 18:45:55.377688845
INTER_00543,STU_0266,INT_0089,view,5,2024-04-08 23:08:51.265632817
INTER_00544,STU_0253,INT_0159,click,5,2024-04-09 03:31:47.153576789
INTER_00545,STU_0083,INT_0137,view,2,2024-04-09 07:54:43.041520761
INTER_00546,STU_0190,INT_0115,view,4,2024-04-09 12:17:38.929464733
INTER_00547,STU_0097,INT_0004,click,3,2024-04-09 16:40:34.817408705
INTER_00548,STU_0101,INT_0103,view,2,2024-04-09 21:03:30.705352677
INTER_00549,STU_0420,INT_0124,save,5,2024-04-10 01:26:26.593296649
INTER_00550,STU_0485,INT_0116,click,4,2024-04-10 05:49:22.481240620
INTER_00551,STU_0483,INT_0007,click,4,2024-04-10 10:12:18.369184592
INTER_00552,STU_0455,INT_0086,apply,3,2024-04-10 14:35:14.257128564
INTER_00553,STU_0062,INT_0149,view,3,2024-04-10 18:58:10.145072536
INTER_00554,STU_0138,INT_0058,view,4,2024-04-10 23:21:06.033016508
INTER_00555,STU_0013,INT_0181,save,5,2024-04-11 03:44:01.920960480
INTER_00556,STU_0164,INT_0188,click,4,2024-04-11 08:06:57.808904452
INTER_00557,STU_0256,INT_0183,view,2,2024-04-11 12:29:53.696848424
INTER_00558,STU_0034,INT_0052,view,4,2024-04-11 16:52:49.584792396
INTER_00559,STU_0227,INT_0180,save,3,2024-04-11 21:15:45.472736368
INTER_00560,STU_0042,INT_0141,view,2,2024-04-12 01:38:41.360680340
INTER_00561,STU_0120,INT_0137,apply,5,2024-04-12 06:01:37.248624312
INTER_00562,STU_0048,INT_0029,view,5,2024-04-12 10:24:33.136568284
INTER_00563,STU_0444,INT_0021,save,4,2024-04-12 14:47:29.024512256
INTER_00564,STU_0264,INT_0187,click,3,2024-04-12 19:10:24.912456228
INTER_00565,STU_0401,INT_0188,click,5,2024-04-12 23:33:20.800400200
INTER_00566,STU_0069,INT_0160,apply,4,2024-04-13 03:56:16.688344172
INTER_00567,STU_0008,INT_0077,view,5,2024-04-13 08:19:12.576288144
INTER_00568,STU_0385,INT_0109,save,2,2024-04-13 12:42:08.464232116
INTER_00569,STU_0017,INT_0133,click,3,2024-04-13 17:05:04.352176088
INTER_00570,STU_0415,INT_0110,apply,5,2024-04-13 21:28:00.240120060
INTER_00571,STU_0211,INT_0135,save,3,2024-04-14 01:50:56.128064032
INTER_00572,STU_0442,INT_0005,click,5,2024-04-14 06:13:52.016008004
INTER_00573,STU_0008,INT_0064,click,1,2024-04-14 10:36:47.903951976
INTER_00574,STU_0368,INT_0081,view,5,2024-04-14 14:59:43.791895948
INTER_00575,STU_0409,INT_0073,view,3,2024-04-14 19:22:39.679839920
INTER_00576,STU_0049,INT_0036,click,5,2024-04-14 23:45:35.567783892
INTER_00577,STU_0169,INT_0122,click,5,2024-04-15 04:08:31.455727864
INTER_00578,STU_0266,INT_0149,view,4,2024-04-15 08:31:27.343671836
INTER_00579,STU_0258,INT_0118,click,5,2024-04-15 12:54:23.231615808
INTER_00580,STU_0400,INT_0032,click,2,2024-04-15 17:17:19.119559780
INTER_00581,STU_0010,INT_0015,view,4,2024-04-15 21:40:15.007503752
INTER_00582,STU_0457,INT_0153,view,4,2024-04-16 02:03:10.895447724
INTER_00583,STU_0473,INT_0114,apply,3,2024-04-16 06:26:06.783391696
INTER_00584,STU_0213,INT_0172,view,5,2024-04-16 10:49:02.671335668
INTER_00585,STU_0376,INT_0149,view,5,2024-04-16 15:11:58.559279640
INTER_00586,STU_0119,INT_0039,save,5,2024-04-16 19:34:54.447223612
INTER_00587,STU_0018,INT_0149,save,4,2024-04-16 23:57:50.335167584
INTER_00588,STU_0392,INT_0046,save,5,2024-04-17 04:20:46.223111556
INTER_00589,STU_0236,INT_0086,save,3,2024-04-17 08:43:42.111055528
INTER_00590,STU_0348,INT_0029,save,2,2024-04-17 13:06:37.998999500
INTER_00591,STU_0213,INT_0180,save,3,2024-04-17 17:29:33.886943472
INTER_00592,STU_0499,INT_0151,save,5,2024-04-17 21:52:29.774887444
INTER_00593,STU_0171,INT_0165,click,4,2024-04-18 02:15:25.662831416
INTER_00594,STU_0191,INT_0118,click,4,2024-04-18 06:38:21.550775388
INTER_00595,STU_0295,INT_0108,click,5,2024-04-18 11:01:17.438719360
INTER_00596,STU_0111,INT_0136,click,1,2024-04-18 15:24:13.326663332
INTER_00597,STU_0129,INT_0108,save,5,2024-04-18 19:47:09.214607304
INTER_00598,STU_0104,INT_0064,save,3,2024-04-19 00:10:05.102551276
INTER_00599,STU_0010,INT_0149,save,4,2024-04-19 04:33:00.990495248
INTER_00600,STU_0411,INT_0066,view,5,2024-04-19 08:55:56.878439220
INTER_00601,STU_0500,INT_0164,view,5,2024-04-19 13:18:52.766383192
INTER_00602,STU_0054,INT_0012,save,3,2024-04-19 17:41:48.654327164
INTER_00603,STU_0418,INT_0181,view,3,2024-04-19 22:04:44.542271136
INTER_00604,STU_0243,INT_0070,save,5,2024-04-20 02:27:40.430215108
INTER_00605,STU_0132,INT_0111,click,5,2024-04-20 06:50:36.318159080
INTER_00606,STU_0024,INT_0154,view,4,2024-04-20 11:13:32.206103052
INTER_00607,STU_0488,INT_0103,view,4,2024-04-20 15:36:28.094047024
INTER_00608,STU_0260,INT_0188,save,1,2024-04-20 19:59:23.981990996
INTER_00609,STU_0119,INT_0071,click,4,2024-04-21 00:22:19.869934968
INTER_00610,STU_0216,INT_0080,view,5,2024-04-21 04:45:15.757878940
INTER_00611,STU_0376,INT_0024,click,5,2024-04-21 09:08:11.645822912
INTER_00612,STU_0159,INT_0188,save,4,2024-04-21 13:31:07.533766884
INTER_00613,STU_0366,INT_0150,click,5,2024-04-21 17:54:03.421710856
INTER_00614,STU_0314,INT_0117,save,4,2024-04-21 22:16:59.309654828
INTER_00615,STU_0432,INT_0173,view,3,2024-04-22 02:39:55.197598800
INTER_00616,STU_0183,INT_0146,view,1,2024-04-22 07:02:51.085542772
INTER_00617,STU_0476,INT_0047,apply,5,2024-04-22 11:25:46.973486744
INTER_00618,STU_0301,INT_0161,click,4,2024-04-22 15:48:42.861430716
INTER_00619,STU_0240,INT_0047,view,4,2024-04-22 20:11:38.749374688
INTER_00620,STU_0078,INT_0124,view,4,2024-04-23 00:34:34.637318660
INTER_00621,STU_0400,INT_0069,view,3,2024-04-23 04:57:30.525262632
INTER_00622,STU_0050,INT_0003,view,1,2024-04-23 09:20:26.413206604
INTER_00623,STU_0254,INT_0118,view,4,2024-04-23 13:43:22.301150576
INTER_00624,STU_0365,INT_0051,apply,3,2024-04-23 18:06:18.189094548
INTER_00625,STU_0302,INT_0154,save,5,2024-04-23 22:29:14.077038520
INTER_00626,STU_0421,INT_0049,click,5,2024-04-24 02:52:09.964982492
INTER_00627,STU_0356,INT_0070,click,1,2024-04-24 07:15:05.852926464
INTER_00628,STU_0295,INT_0163,click,5,2024-04-24 11:38:01.740870436
INTER_00629,STU_0326,INT_0041,view,4,2024-04-24 16:00:57.628814408
INTER_00630,STU_0188,INT_0057,save,4,2024-04-24 20:23:53.516758380
INTER_00631,STU_0036,INT_0158,view,1,2024-04-25 00:46:49.404702352
INTER_00632,STU_0342,INT_0135,view,5,2024-04-25 05:09:45.292646324
INTER_00633,STU_0120,INT_0138,view,5,2024-04-25 09:32:41.180590296
INTER_00634,STU_0106,INT_0070,view,4,2024-04-25 13:55:37.068534268
INTER_00635,STU_0184,INT_0107,view,5,2024-04-25 18:18:32.956478240
INTER_00636,STU_0441,INT_0021,click,4,2024-04-25 22:41:28.844422212
INTER_00637,STU_0007,INT_0070,save,1,2024-04-26 03:04:24.732366184
INTER_00638,STU_0248,INT_0148,view,5,2024-04-26 07:27:20.620310156
INTER_00639,STU_0405,INT_0170,save,5,2024-04-26 11:50:16.508254128
INTER_00640,STU_0142,INT_0057,click,5,2024-04-26 16:13:12.396198100
INTER_00641,STU_0069,INT_0131,save,2,2024-04-26 20:36:08.284142072
INTER_00642,STU_0305,INT_0147,view,5,2024-04-27 00:59:04.172086044
INTER_00643,STU_0396,INT_0189,view,2,2024-04-27 05:22:00.060030016
INTER_00644,STU_0196,INT_0127,view,5,2024-04-27 09:44:55.947973988
INTER_00645,STU_0289,INT_0081,apply,3,2024-04-27 14:07:51.835917960
INTER_00646,STU_0028,INT_0186,click,5,2024-04-27 18:30:47.723861932
INTER_00647,STU_0177,INT_0017,click,3,2024-04-27 22:53:43.611805904
INTER_00648,STU_0098,INT_0065,click,2,2024-04-28 03:16:39.499749876
INTER_00649,STU_0022,INT_0112,view,1,2024-04-28 07:39:35.387693848
INTER_00650,STU_0144,INT_0112,click,5,2024-04-28 12:02:31.275637820
INTER_00651,STU_0076,INT_0088,save,2,2024-04-28 16:25:27.163581792
INTER_00652,STU_0059,INT_0138,apply,5,2024-04-28 20:48:23.051525764
INTER_00653,STU_0049,INT_0192,view,5,2024-04-29 01:11:18.939469736
INTER_00654,STU_0154,INT_0127,save,5,2024-04-29 05:34:14.827413708
INTER_00655,STU_0143,INT_0120,view,4,2024-04-29 09:57:10.715357680
INTER_00656,STU_0116,INT_0092,view,5,2024-04-29 14:20:06.603301652
INTER_00657,STU_0168,INT_0058,save,4,2024-04-29 18:43:02.491245624
INTER_00658,STU_0066,INT_0153,view,3,2024-04-29 23:05:58.379189596
INTER_00659,STU_0044,INT_0097,view,5,2024-04-30 03:28:54.267133568
INTER_00660,STU_0167,INT_0180,click,3,2024-04-30 07:51:50.155077538
INTER_00661,STU_0427,INT_0147,click,2,2024-04-30 12:14:46.043021510
INTER_00662,STU_0268,INT_0074,view,3,2024-04-30 16:37:41.930965482
INTER_00663,STU_0297,INT_0164,view,3,2024-04-30 21:00:37.818909454
INTER_00664,STU_0393,INT_0047,view,5,2024-05-01 01:23:33.706853426
INTER_00665,STU_0210,INT_0042,click,4,2024-05-01 05:46:29.594797398
INTER_00666,STU_0386,INT_0007,click,3,2024-05-01 10:09:25.482741370
INTER_00667,STU_0283,INT_0114,view,4,2024-05-01 14:32:21.370685342
INTER_00668,STU_0220,INT_0129,view,3,2024-05-01 18:55:17.258629314
INTER_00669,STU_0416,INT_0124,save,3,2024-05-01 23:18:13.146573286
INTER_00670,STU_0478,INT_0198,apply,5,2024-05-02 03:41:09.034517258
INTER_00671,STU_0137,INT_0012,save,3,2024-05-02 08:04:04.922461230
INTER_00672,STU_0129,INT_0063,click,2,2024-05-02 12:27:00.810405202
INTER_00673,STU_0158,INT_0013,view,5,2024-05-02 16:49:56.698349174
INTER_00674,STU_0223,INT_0059,view,1,2024-05-02 21:12:52.586293146
INTER_00675,STU_0025,INT_0131,click,5,2024-05-03 01:35:48.474237118
INTER_00676,STU_0418,INT_0154,view,5,2024-05-03 05:58:44.362181090
INTER_00677,STU_0189,INT_0009,save,4,2024-05-03 10:21:40.250125062
INTER_00678,STU_0211,INT_0060,view,4,2024-05-03 14:44:36.138069034
INTER_00679,STU_0431,INT_0108,click,3,2024-05-03 19:07:32.026013006
INTER_00680,STU_0226,INT_0131,save,4,2024-05-03 23:30:27.913956978
INTER_00681,STU_0496,INT_0021,view,1,2024-05-04 03:53:23.801900950
INTER_00682,STU_0417,INT_0163,view,3,2024-05-04 08:16:19.689844922
INTER_00683,STU_0431,INT_0082,save,4,2024-05-04 12:39:15.577788894
INTER_00684,STU_0176,INT_0128,view,5,2024-05-04 17:02:11.465732866
INTER_00685,STU_0139,INT_0094,apply,4,2024-05-04 21:25:07.353676838
INTER_00686,STU_0212,INT_0125,click,3,2024-05-05 01:48:03.241620810
INTER_00687,STU_0424,INT_0156,click,2,2024-05-05 06:10:59.129564782
INTER_00688,STU_0148,INT_0124,apply,1,2024-05-05 10:33:55.017508754
INTER_00689,STU_0128,INT_0191,view,5,2024-05-05 14:56:50.905452726
INTER_00690,STU_0303,INT_0038,view,1,2024-05-05 19:19:46.793396698
INTER_00691,STU_0313,INT_0117,click,5,2024-05-05 23:42:42.681340670
INTER_00692,STU_0484,INT_0145,save,5,2024-05-06 04:05:38.569284642
INTER_00693,STU_0333,INT_0115,apply,4,2024-05-06 08:28:34.457228614
INTER_00694,STU_0407,INT_0187,view,4,2024-05-06 12:51:30.345172586
INTER_00695,STU_0038,INT_0142,save,4,2024-05-06 17:14:26.233116558
